Printing the following information for each pair of Lorentz vectors being added to the stack: momNumber (1 or 2) || threeMom vector Cartesian (x,y,z) || threeMomSpherical (r,theta,phi) || magnitude (of 4 vector) || Energy (MeV/c)
MomNumber: 2 || Cartesian vector: (24.4446, 22.8864, 40.414) || Spherical Vector: (52.4844, 0.691926, 0.752488) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (13.7033, -2.01846, 50.6237) || Spherical Vector: (52.4844, 0.267073, -0.146246) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-13.7033, 2.01846, -50.6237) || Spherical Vector: (52.4844, 2.87452, 2.99535) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-36.0482, -38.0707, 2.40221) || Spherical Vector: (52.4844, 1.52501, -2.32891) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (36.0482, 38.0707, -2.40221) || Spherical Vector: (52.4844, 1.61658, 0.812679) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-7.73891, 3.23398, -51.8099) || Spherical Vector: (52.4844, 2.9811, 2.74576) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (7.73891, -3.23398, 51.8099) || Spherical Vector: (52.4844, 0.160497, -0.395829) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-12.4147, 50.3795, 7.89894) || Spherical Vector: (52.4844, 1.41972, 1.81241) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (12.4147, -50.3795, -7.89894) || Spherical Vector: (52.4844, 1.72187, -1.32919) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-33.7915, 38.235, 12.2817) || Spherical Vector: (52.4844, 1.3346, 2.29458) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (33.7915, -38.235, -12.2817) || Spherical Vector: (52.4844, 1.80699, -0.847013) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-36.197, 31.3442, -21.4927) || Spherical Vector: (52.4844, 1.99271, 2.42792) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (36.197, -31.3442, 21.4927) || Spherical Vector: (52.4844, 1.14888, -0.713671) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (48.6244, 14.462, 13.4589) || Spherical Vector: (52.4844, 1.31146, 0.28909) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-48.6244, -14.462, -13.4589) || Spherical Vector: (52.4844, 1.83013, -2.8525) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (11.2314, -33.3716, 38.9206) || Spherical Vector: (52.4844, 0.735397, -1.24615) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-11.2314, 33.3716, -38.9206) || Spherical Vector: (52.4844, 2.4062, 1.89544) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-23.2306, 46.955, 3.19116) || Spherical Vector: (52.4844, 1.50996, 2.03023) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (23.2306, -46.955, -3.19116) || Spherical Vector: (52.4844, 1.63164, -1.11136) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (39.6063, 0.804752, 34.4283) || Spherical Vector: (52.4844, 0.855327, 0.020316) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-39.6063, -0.804752, -34.4283) || Spherical Vector: (52.4844, 2.28627, -3.12128) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-5.46631, -51.0864, -10.7197) || Spherical Vector: (52.4844, 1.77649, -1.67739) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (5.46631, 51.0864, 10.7197) || Spherical Vector: (52.4844, 1.3651, 1.4642) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (31.2757, -36.5187, -21.0437) || Spherical Vector: (52.4844, 1.98335, -0.862581) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-31.2757, 36.5187, 21.0437) || Spherical Vector: (52.4844, 1.15824, 2.27901) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-21.2471, -40.441, 25.8399) || Spherical Vector: (52.4844, 1.05603, -2.05455) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (21.2471, 40.441, -25.8399) || Spherical Vector: (52.4844, 2.08557, 1.08705) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.6131, 13.3658, -14.5854) || Spherical Vector: (52.4844, 1.8524, 2.87328) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.6131, -13.3658, 14.5854) || Spherical Vector: (52.4844, 1.28919, -0.268313) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-18.7324, -5.67387, -48.6983) || Spherical Vector: (52.4844, 2.75943, -2.84749) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (18.7324, 5.67387, 48.6983) || Spherical Vector: (52.4844, 0.382161, 0.294106) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.4161, -46.4786, 22.0422) || Spherical Vector: (52.4844, 1.13738, -1.79126) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.4161, 46.4786, -22.0422) || Spherical Vector: (52.4844, 2.00421, 1.35033) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-25.1207, -40.9541, -21.1264) || Spherical Vector: (52.4844, 1.98507, -2.121) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (25.1207, 40.9541, 21.1264) || Spherical Vector: (52.4844, 1.15652, 1.02059) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.1232, -30.9904, 41.1307) || Spherical Vector: (52.4844, 0.670238, -1.88653) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.1232, 30.9904, -41.1307) || Spherical Vector: (52.4844, 2.47135, 1.25507) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.2681, 20.5287, -19.3267) || Spherical Vector: (52.4844, 1.94791, 2.70737) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.2681, -20.5287, 19.3267) || Spherical Vector: (52.4844, 1.19368, -0.434218) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-9.46699, 38.5623, 34.3211) || Spherical Vector: (52.4844, 0.858029, 1.81153) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (9.46699, -38.5623, -34.3211) || Spherical Vector: (52.4844, 2.28356, -1.33006) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.4738, 11.2475, 16.6854) || Spherical Vector: (52.4844, 1.24727, 2.9136) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.4738, -11.2475, -16.6854) || Spherical Vector: (52.4844, 1.89432, -0.227997) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (2.70474, 52.0526, -6.15062) || Spherical Vector: (52.4844, 1.68826, 1.51888) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-2.70474, -52.0526, 6.15062) || Spherical Vector: (52.4844, 1.45334, -1.62271) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (27.5159, 14.6603, 42.2205) || Spherical Vector: (52.4844, 0.636068, 0.489537) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-27.5159, -14.6603, -42.2205) || Spherical Vector: (52.4844, 2.50553, -2.65206) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.7804, -11.6984, 15.4348) || Spherical Vector: (52.4844, 1.2723, -2.90622) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.7804, 11.6984, -15.4348) || Spherical Vector: (52.4844, 1.86929, 0.235372) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (37.659, -12.5633, 34.3304) || Spherical Vector: (52.4844, 0.857795, -0.321997) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-37.659, 12.5633, -34.3304) || Spherical Vector: (52.4844, 2.2838, 2.8196) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-17.3997, 29.53, 39.7473) || Spherical Vector: (52.4844, 0.711603, 2.10325) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (17.3997, -29.53, -39.7473) || Spherical Vector: (52.4844, 2.42999, -1.03834) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-42.5375, -30.3068, -5.16499) || Spherical Vector: (52.4844, 1.66937, -2.52254) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (42.5375, 30.3068, 5.16499) || Spherical Vector: (52.4844, 1.47223, 0.619049) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (12.0776, -50.1103, 9.88479) || Spherical Vector: (52.4844, 1.38133, -1.33429) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-12.0776, 50.1103, -9.88479) || Spherical Vector: (52.4844, 1.76027, 1.80731) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-40.9214, -7.89846, -31.9009) || Spherical Vector: (52.4844, 2.2241, -2.95092) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (40.9214, 7.89846, 31.9009) || Spherical Vector: (52.4844, 0.917488, 0.190671) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (44.2054, 0.288544, -28.2916) || Spherical Vector: (52.4844, 2.1401, 0.00652726) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-44.2054, -0.288544, 28.2916) || Spherical Vector: (52.4844, 1.00149, -3.13507) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-46.8341, -14.69, -18.5847) || Spherical Vector: (52.4844, 1.93275, -2.83765) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (46.8341, 14.69, 18.5847) || Spherical Vector: (52.4844, 1.20885, 0.303942) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-21.3109, -17.828, -44.5266) || Spherical Vector: (52.4844, 2.58371, -2.44495) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (21.3109, 17.828, 44.5266) || Spherical Vector: (52.4844, 0.557882, 0.696645) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-38.6188, 34.5966, -8.14156) || Spherical Vector: (52.4844, 1.72655, 2.41108) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (38.6188, -34.5966, 8.14156) || Spherical Vector: (52.4844, 1.41504, -0.730517) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-41.0166, 19.8594, 26.0357) || Spherical Vector: (52.4844, 1.05174, 2.69068) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (41.0166, -19.8594, -26.0357) || Spherical Vector: (52.4844, 2.08986, -0.450911) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (48.116, 15.7965, -13.7819) || Spherical Vector: (52.4844, 1.8365, 0.317214) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-48.116, -15.7965, 13.7819) || Spherical Vector: (52.4844, 1.30509, -2.82438) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-14.8094, 32.5308, 38.4323) || Spherical Vector: (52.4844, 0.749159, 1.998) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (14.8094, -32.5308, -38.4323) || Spherical Vector: (52.4844, 2.39243, -1.14359) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.8149, 16.2882, -2.79078) || Spherical Vector: (52.4844, 1.62399, 2.82558) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.8149, -16.2882, 2.79078) || Spherical Vector: (52.4844, 1.5176, -0.316017) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-20.7062, -43.7491, 20.295) || Spherical Vector: (52.4844, 1.17376, -2.01285) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (20.7062, 43.7491, -20.295) || Spherical Vector: (52.4844, 1.96783, 1.12874) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-1.55077, -52.4379, -1.57401) || Spherical Vector: (52.4844, 1.60079, -1.60036) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (1.55077, 52.4379, 1.57401) || Spherical Vector: (52.4844, 1.5408, 1.54123) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-52.4453, 2.02161, 0.14982) || Spherical Vector: (52.4844, 1.56794, 3.10306) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (52.4453, -2.02161, -0.14982) || Spherical Vector: (52.4844, 1.57365, -0.038528) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.7052, -10.1046, 25.5726) || Spherical Vector: (52.4844, 1.06187, -2.9193) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.7052, 10.1046, -25.5726) || Spherical Vector: (52.4844, 2.07972, 0.222293) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-5.87268, 10.4505, 51.0971) || Spherical Vector: (52.4844, 0.230436, 2.08277) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (5.87268, -10.4505, -51.0971) || Spherical Vector: (52.4844, 2.91116, -1.05882) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (25.4169, 43.4524, -14.8486) || Spherical Vector: (52.4844, 1.85763, 1.04153) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-25.4169, -43.4524, 14.8486) || Spherical Vector: (52.4844, 1.28396, -2.10007) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (34.1895, -39.766, -2.08733) || Spherical Vector: (52.4844, 1.61058, -0.860659) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-34.1895, 39.766, 2.08733) || Spherical Vector: (52.4844, 1.53102, 2.28093) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (20.7015, -34.6817, -33.5148) || Spherical Vector: (52.4844, 2.26343, -1.03266) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-20.7015, 34.6817, 33.5148) || Spherical Vector: (52.4844, 0.878162, 2.10893) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-52.0545, -4.83535, -4.644) || Spherical Vector: (52.4844, 1.6594, -3.04897) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (52.0545, 4.83535, 4.644) || Spherical Vector: (52.4844, 1.4822, 0.0926244) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-21.3605, -6.30817, -47.5242) || Spherical Vector: (52.4844, 2.70333, -2.85444) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (21.3605, 6.30817, 47.5242) || Spherical Vector: (52.4844, 0.438259, 0.287158) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (24.7618, 5.54052, -45.9431) || Spherical Vector: (52.4844, 2.63699, 0.220127) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-24.7618, -5.54052, 45.9431) || Spherical Vector: (52.4844, 0.504602, -2.92147) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-46.941, 19.6988, -12.7718) || Spherical Vector: (52.4844, 1.81661, 2.74426) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (46.941, -19.6988, 12.7718) || Spherical Vector: (52.4844, 1.32498, -0.39733) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-36.5709, 36.6341, 8.66796) || Spherical Vector: (52.4844, 1.40488, 2.35533) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (36.5709, -36.6341, -8.66796) || Spherical Vector: (52.4844, 1.73671, -0.786261) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-0.512399, -38.171, 36.0184) || Spherical Vector: (52.4844, 0.81445, -1.58422) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (0.512399, 38.171, -36.0184) || Spherical Vector: (52.4844, 2.32714, 1.55737) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.9348, 0.238238, -51.1089) || Spherical Vector: (52.4844, 2.91214, 3.12163) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.9348, -0.238238, 51.1089) || Spherical Vector: (52.4844, 0.22945, -0.0199589) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-46.6326, 11.1555, 21.3441) || Spherical Vector: (52.4844, 1.15198, 2.90679) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (46.6326, -11.1555, -21.3441) || Spherical Vector: (52.4844, 1.98961, -0.234807) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (38.7605, -28.3775, 21.1414) || Spherical Vector: (52.4844, 1.15621, -0.631962) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-38.7605, 28.3775, -21.1414) || Spherical Vector: (52.4844, 1.98538, 2.50963) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (45.1518, 16.2989, 21.2198) || Spherical Vector: (52.4844, 1.15458, 0.346423) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-45.1518, -16.2989, -21.2198) || Spherical Vector: (52.4844, 1.98702, -2.79517) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-35.6913, -16.5908, -34.7203) || Spherical Vector: (52.4844, 2.29366, -2.70646) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (35.6913, 16.5908, 34.7203) || Spherical Vector: (52.4844, 0.847933, 0.435128) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-5.5697, 51.4099, 8.97891) || Spherical Vector: (52.4844, 1.39887, 1.67871) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (5.5697, -51.4099, -8.97891) || Spherical Vector: (52.4844, 1.74272, -1.46288) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (1.21601, 23.9123, -46.7048) || Spherical Vector: (52.4844, 2.66788, 1.51999) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-1.21601, -23.9123, 46.7048) || Spherical Vector: (52.4844, 0.473716, -1.62161) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-40.1105, 9.26548, 32.5563) || Spherical Vector: (52.4844, 0.901666, 2.91458) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (40.1105, -9.26548, -32.5563) || Spherical Vector: (52.4844, 2.23993, -0.227017) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.1805, 26.5736, 9.82564) || Spherical Vector: (52.4844, 1.38247, 2.60009) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.1805, -26.5736, -9.82564) || Spherical Vector: (52.4844, 1.75912, -0.541506) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (10.8189, -45.0814, 24.6016) || Spherical Vector: (52.4844, 1.08293, -1.33527) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-10.8189, 45.0814, -24.6016) || Spherical Vector: (52.4844, 2.05866, 1.80633) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-13.2589, -50.3982, 6.23204) || Spherical Vector: (52.4844, 1.45177, -1.82805) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (13.2589, 50.3982, -6.23204) || Spherical Vector: (52.4844, 1.68982, 1.31354) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (1.33705, -41.6123, -31.957) || Spherical Vector: (52.4844, 2.22545, -1.53868) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-1.33705, 41.6123, 31.957) || Spherical Vector: (52.4844, 0.916143, 1.60292) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (41.9961, -1.96966, -31.4176) || Spherical Vector: (52.4844, 2.21256, -0.0468668) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
